gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnBinary
Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.85,47.29,No,0
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.6,792.91,No,0
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.28,226.42,Yes,1
Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.16,84.23,No,0
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.66,316.39,No,0
Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.25,2352.2,Yes,1
Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),80.04,3677.83,No,0
Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),71.18,2705.49,No,0
Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.55,2285.28,Yes,1
Female,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,1192.51,No,0
Female,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.17,52.51,Yes,1
Male,0,No,Yes,15,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,78.92,1205.65,No,0
Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,78.35,3906.04,No,0
Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,86.8,343.84,No,0
Female,0,Yes,No,19,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.57,1307.21,No,0
Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.4,24.1,No,0
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.94,178.96,No,0
Female,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.9,504.69,No,0
Male,0,Yes,No,39,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,92.18,3598.34,No,0
Female,0,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),59.79,2274.51,No,0
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,16.58,31.51,No,0
Female,1,Yes,No,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.13,1532.39,No,0
Male,0,Yes,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),46.47,321.19,Yes,1
Female,0,No,No,5,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.95,335.6,No,0
Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.68,533.0,No,0
Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.89,196.92,Yes,1
Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.37,250.93,No,0
Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.41,2115.83,No,0
Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.04,86.86,Yes,1
Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.72,4552.14,No,0
Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,76.55,5512.17,No,0
Female,0,No,Yes,3,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),67.62,201.29,No,0
Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.51,635.46,No,0
Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.96,430.25,Yes,1
Female,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.67,111.56,No,0
Female,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.95,4.51,No,0
Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.09,73.55,No,0
Male,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),77.57,392.03,Yes,1
Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17.03,175.98,Yes,1
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.84,6321.56,No,0
Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,79.57,655.71,No,0
Female,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.07,370.43,No,0
Female,1,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,62.14,4453.57,No,0
Female,1,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),82.44,1570.24,No,0
Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.1,1466.96,Yes,1
Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.88,342.64,No,0
Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,93.23,2340.61,No,0
Male,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.93,2662.88,No,0
Female,0,No,No,14,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.83,737.49,No,0
Male,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),63.65,561.32,Yes,1
Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.15,1115.31,Yes,1
Male,0,No,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),64.45,1277.5,No,0
Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.75,167.07,No,0
Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,94.61,2652.87,Yes,1
Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.5,2693.71,Yes,1
Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.34,972.24,No,0
Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),52.14,3758.23,No,0
Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,16.29,472.09,No,0
Female,0,Yes,Yes,31,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,57.2,1778.28,No,0
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,15.11,18.1,No,0
Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.74,1550.87,Yes,1
Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),97.58,794.32,No,0
Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.43,1255.43,No,0
Male,1,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.71,1850.09,No,0
Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.31,71.04,Yes,1
Male,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,68.51,1576.04,No,0
Male,0,Yes,No,12,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),72.08,868.99,Yes,1
Female,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.24,1225.61,Yes,1
Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,84.4,178.95,No,0
Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.17,801.79,Yes,1
Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,51.94,224.66,No,0
Female,0,Yes,No,4,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,61.03,251.8,No,0
Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,83.66,76.32,Yes,1
Male,0,No,No,26,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),56.72,1484.67,No,0
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.9,2004.66,No,0
Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.37,1553.27,No,0
Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,16.92,43.67,No,0
Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),102.08,2855.62,Yes,1
Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.7,84.87,Yes,1
Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),68.6,1994.78,No,0
Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.06,63.36,No,0
Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,196.64,No,0
Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),87.78,1661.68,No,0
Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,83.69,995.06,Yes,1
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),64.89,129.42,No,0
Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.58,643.07,No,0
Female,0,Yes,Yes,11,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,55.27,585.29,No,0
Male,0,Yes,No,2,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,83.66,161.66,No,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,75.03,58.89,No,0
Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.19,408.95,No,0
Male,0,No,No,7,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.86,555.56,Yes,1
Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.93,403.75,No,0
Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,85.31,6144.05,No,0
Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.46,2846.63,No,0
Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.06,1656.75,No,0
Female,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,86.38,No,0
Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.9,101.09,No,0
Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.42,652.97,No,0
Female,0,Yes,No,3,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,77.71,229.67,No,0
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,64.71,4674.39,No,0
Female,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,1699.88,No,0
Male,1,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),55.79,4005.34,No,0
Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.71,461.53,No,0
Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.48,326.17,No,0
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,97.4,6984.25,No,0
Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,46.45,368.43,No,0
Male,0,Yes,No,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,80.72,408.17,No,0
Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.51,280.64,No,0
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),82.8,593.24,No,0
Female,0,No,No,20,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),63.58,1270.04,No,0
Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,82.77,3466.16,No,0
Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,81.41,308.46,No,0
Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.08,70.76,No,0
Female,0,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.83,1598.64,No,0
Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,16.37,897.86,Yes,1
Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.51,425.15,Yes,1
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.22,26.54,Yes,1
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),91.86,727.38,Yes,1
Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,103.11,4114.85,No,0
Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.01,669.65,No,0
Male,1,No,No,18,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.73,1714.69,No,0
Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.32,99.48,Yes,1
Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,100.04,2200.54,No,0
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,84.17,1254.32,Yes,1
Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,91.78,170.62,No,0
Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.59,304.95,Yes,1
Female,1,Yes,Yes,35,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,68.34,2396.23,No,0
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,16.05,118.95,No,0
Male,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.06,325.64,Yes,1
Female,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,58.38,997.35,No,0
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.41,871.45,Yes,1
Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,53.68,175.5,No,0
Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,42.38,3043.38,No,0
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.48,14.53,No,0
Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.64,534.05,No,0
Female,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.02,1387.85,No,0
Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),75.42,1889.47,No,0
Female,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.05,784.15,No,0
Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),88.91,5863.9,No,0
Female,0,Yes,Yes,36,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,54.93,1988.18,No,0
Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.27,221.59,No,0
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),73.35,731.58,No,0
Female,0,No,No,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),53.81,928.09,No,0
Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.28,52.78,Yes,1
Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),81.84,2141.5,No,0
Male,0,Yes,Yes,38,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,58.19,2203.21,No,0
Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,78.84,148.39,Yes,1
Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.59,809.18,Yes,1
Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.61,268.27,Yes,1
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),80.81,153.84,No,0
Female,1,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),17.47,70.24,Yes,1
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,79.72,162.53,No,0
